Module type,Event type,Event ID,Message,Description,Solution,alert,syslog,mail,SNMP Trap
mdctrl,Error,46,umount timeout. Make sure that the length of Unmount Timeout is appropriate. (Device:%1),Unmount of mirror %1 has timed out.,"Check whether the unmount timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-when-terminating-the-mirror-disk-resource-or-the-hybrid-disk-resource"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes when terminating the Mirror disk resource or the Hybrid disk resource</span></a>&quot; and &quot;Cache swell by a massive I/O:ref:<cite>Cache swell by a massive I/O&lt;l_sg:cache-swell-by-a-massive-i-o&gt;</cite>&quot; in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;.)",1,1,,
mdctrl,Error,47,fsck timeout. Make sure that the length of Fsck Timeout is appropriate. (Device:%1),fsck that was run prior to mount of mirror %1 has timed out.,"Check whether the fsck timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#executing-fsck"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">fsck execution</span></a>&quot;  in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;)",1,1,,
hdctrl,Error,1,"<div class=""line-block""><div class=""line"">Failed to activate mirror disk.%1</div><div class=""line"">(Device:%2)</div></div>",Activating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
hdctrl,Info,2,fsck of %1 has started.,fsck of %1 has started.,-,1,1,,
hdctrl,Info,3,fsck of %1 was successful.,fsck of %1 has been successful.,-,1,1,,
hdctrl,Error,4,"<div class=""line-block""><div class=""line"">Failed to deactivate mirror disk.%1</div><div class=""line"">(Device:%2)</div></div>",Deactivating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
hdctrl,Error,5,"<div class=""line-block""><div class=""line"">Failed to recover mirror.%1</div><div class=""line"">(Device:%2)</div></div>",Mirror recovery of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
hdctrl,Info,7,Mirror recovery mode is %1.(Device:%2),The mirror recovery mode is %1.When %1 is &quot;NORMAL&quot;. full-scale mirror recovery (Full Copy) is performed.When %1 is &quot;FAST&quot;. difference mirror recovery is performed.,-,1,1,,
hdctrl,Info,16,Initial mirror recovery of %1 has started.,Initial mirror construction of %1 has started.,-,1,1,,
hdctrl,Info,17,Mirror recovery of %1 has started.,Mirror recovery of %1 has started.,-,1,1,,
hdctrl,Info,18,Initial mirror recovery of %1 was successful.,Initial mirror construction of %1 has been successful.,-,1,1,,
hdctrl,Error,19,Failed to perform initial mirror recovery. %1(Device:%2),Initial mirror construction of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
hdctrl,Info,20,Initial mirror recovery was not executed following the configuration. (Device:%1),Initial mirror construction was not performed according to the setting.,-,1,1,,
hdctrl,Error,31,Failed to isolate the mirror. %1(Device:%2),%2 failed to be isolated. The following message may be output to %1:Replicator license is invalid or expired.,Register a valid license.,1,1,,
hdctrl,Error,32,Forced activation of the mirror failed. %1 (Device:%2),Forced activation of %2 failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
hdctrl,Error,33,Forced recovery of the mirror failed. %1(Device:%2),Forced recovery of %2 failed. The following messages may be output to %1:,,1,1,,
hdctrl,Info,34,Isolating the mirror %1 completed successfully.,Mirror resource %1 has been successfully isolated.,-,1,1,,
hdctrl,Info,35,Mirror force active of %1 was completed successfully.,Forced activation of %1 has been successful.,-,1,1,,
hdctrl,Info,36,Forced recovery of the mirror %1 completed successfully.,Forced recovery of %1 has been successful.,-,1,1,,
hdctrl,Error,37,%1 of %2 failed(ret=%3).,Command %1 of device %2 failed with return value %3.,See the manual for command %1.,1,1,,
hdctrl,Warning,38,Executing %1 of %2 with %3 option is necessary. Execute the command manually.,Executing command %1 of device %2 with option %3 specified is necessary. Execute the command manually.,Execute command %1 manually with option %3 specified.,1,1,,
hdctrl,Info,39,%1 of %2 with %3 option has started.,Command %1 of device %2 with option %3 specified has started.,-,1,1,,
hdctrl,Info,44,Mirror recovery of %1 was canceled.,Mirror recovery of %1 has been canceled.,-,1,1,,
hdctrl,Info,45,Failed to cancel mirror recovery of %1.,Mirror recovery of %1 could not be canceled.,Stop the mirror recovery again.,1,1,,
hdctrl,Error,46,umount timeout. Make sure that the length of Unmount Timeout is appropriate. (Device:%1),Unmount of mirror %1 has timed out.,"Check whether the unmount timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-when-terminating-the-mirror-disk-resource-or-the-hybrid-disk-resource"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes when terminating the Mirror disk resource or the Hybrid disk resource</span></a>&quot; and &quot;Cache swell by a massive I/O:ref:<cite>Cache swell by a massive I/O&lt;l_sg:cache-swell-by-a-massive-i-o&gt;</cite>&quot; in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;.)",1,1,,
hdctrl,Error,47,fsck timeout. Make sure that the length of Fsck Timeout is appropriate. (Device:%1),fsck that was run prior to mount of mirror %1 has timed out.,"Check whether the fsck timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#executing-fsck"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">fsck execution</span></a>&quot;  in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;)",1,1,,
mdctrl,Info,50,Extension of mirror disk %1 was succeeded.,The data partition extension of mirror disk resource %1 succeeded.,,1,1,,
mdctrl,Error,51,Failed to extend mirror disk %1.,The data partition extension of mirror disk resource %1 failed.,"<div class=""line-block""><div class=""line"">Check if the data partition is configured with LVM.</div><div class=""line"">Check if the amount of unused PE of the volume group is sufficient.</div></div>",1,1,,
mdinit,Info,21,Mirror partition mkfs was executed. (Device:%1),mkfs of the mirror partition has been executed.,-,1,1,,
mdinit,Info,22,Mirror partition mkfs was not executed following the configuration. (Device:%1),mkfs of the mirror partition was not executed according to the setting.,-,1,1,,
hdinit,Info,21,Mirror partition mkfs was executed. (Device:%1),mkfs of the mirror partition has been executed.,-,1,1,,
hdinit,Info,22,Mirror partition mkfs was not executed following the configuration. (Device:%1),mkfs of the mirror partition was not executed according to the setting.,-,1,1,,
mdw,Error,5,Failed to recover the mirror.%1(Device:%2),Mirror recovery of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdw,Info,7,Mirror recovery mode is %1.(Device:%2),The mirror recovery mode is %1.When %1 is &quot;NORMAL&quot;. full-scale mirror recovery (Full Copy) is performed.When %1 is &quot;FAST&quot;. difference mirror recovery is performed.,-,1,1,,
mdw,Info,16,Initial mirror recovery of %1 has started.,Initial mirror construction of %1 has started.,-,1,1,,
mdw,Info,17,Mirror recovery of %1 has started.,Mirror recovery of %1 has started.,-,1,1,,
mdw,Info,18,Initial mirror recovery of %1 was successful.,Initial mirror construction of %1 has been successful.,-,1,1,,
mdw,Error,19,Failed to perform initial mirror recovery.%1(Device:%2),Initial mirror construction of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdw,Info,20,Initial mirror recovery was not executed following the configuration. (Device:%1),Initial mirror construction was not performed according to the setting.,-,1,1,,
hdw,Error,5,Failed to recover the mirror.%1(Device:%2),Mirror recovery of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
hdw,Info,7,Mirror recovery mode is %1.(Device:%2),The mirror recovery mode is %1.When %1 is &quot;NORMAL&quot;. full-scale mirror recovery (Full Copy) is performed.When %1 is &quot;FAST&quot;. difference mirror recovery is performed.,-,1,1,,
hdw,Info,16,Initial mirror recovery of %1 has started.,Initial mirror construction of %1 has started.,-,1,1,,
hdw,Info,17,Mirror recovery of %1 has started.,Mirror recovery of %1 has started.,-,1,1,,
hdw,Info,18,Initial mirror recovery of %1 was successful.,Initial mirror construction of %1 has been successful.,-,1,1,,
hdw,Error,19,Failed to perform initial mirror recovery.%1(Device:%2),Initial mirror construction of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
hdw,Info,20,Initial mirror recovery was not executed following the configuration. (Device:%1),Initial mirror construction was not performed according to the setting.,-,1,1,,
fip,Error,10,IP address %1 already exists on the network.,IP address %1 exists in the network.,Check whether the IP address is already in use in the network.,1,1,,
fip,Info,11,IP address %1 will be forcefully activated.,IP address %1 is forcibly activated.,-,1,1,,
vip,Error,10,IP address %1 already exists on the network.,IP address %1 exists in the network.,Check whether the IP address is already in use in the network.,1,1,,
vip,Info,11,IP address %1 will be forcefully activated.,IP address %1 is forcibly activated.,-,1,1,,
disk,Info,10,%1 of %2 has started.,Command %1 of device %2 has started.,-,1,1,,
disk,Info,11,%1 of %2 was successful.,Command %1 of device %2 has been successful.,-,1,1,,
disk,Error,12,%1 of %2  failed (ret=%3).,Command %1 of device %2 failed with return value %3.,See the manual for command %1.,1,1,,
disk,Warning,13,Executing %1 of %2 with %3 option is necessary. Execute the command manually.,Executing command %1 of device %2 with option %3 specified is necessary. Execute the command manually.,Execute command %1 manually with option %3 specified.,1,1,,
disk,Info,14,%1 of %2 with %3 option has started.,Command %1 of device %2 with option %3 specified has started.,-,1,1,,
disk,Error,15,Timeout occurred during %1 of %2.,Execution of Command %1 of device %2 has timed out.,Check the cause of the execution timeout of Command %1 and take appropriate action.,1,1,,
disk,Warning,16,Executing xfs_repair of %1 is necessary. Execute the command manually.,Executing the xfs_repair command is necessary. Execute the command manually.,Execute the xfs_repair command.,1,1,,
disk,Warning,17,Setting of Disktype=%1 and Filesystem=%2 can't be combined.,Disk type %1 and file system %2 cannot be used in combination.,Review the setting.,1,1,,
cl,Info,1,There was a request to start %1 from the %2.,A request to start %1 was issued from %2.,-,1,1,,
cl,Info,2,There was a request to stop %1 from the %2.,A request to stop %1 was issued from %2.,-,1,1,,
cl,Info,3,There was a request to suspend %1 from the %2.,A request to suspend %1 was issued from %2.,-,1,1,,
cl,Info,4,There was a request to resume %s from the %s.,A request to resume %1 was issued from %2.,-,1,1,,
cl,Error,11,A request to start %1 failed(%2).,A request to start %1 has failed.,Check the status of the cluster.,1,1,,
cl,Error,12,A request to stop %1 failed(%2).,A request to stop %1 has failed.,Check the status of the cluster.,1,1,,
cl,Error,13,A request to suspend %1 failed(%2).,A request to suspend %1 has failed.,Check the status of the cluster.,1,1,,
cl,Error,14,A request to resume %1 failed(%2).,A request to resume %1 has failed.,Check the status of the cluster.,1,1,,
cl,Error,15,A request to %1 cluster failed on some servers(%2).,A %1 request of the cluster failed on some servers.,Check the status of the cluster.,1,1,,
cl,Error,16,A request to start %1 failed on some servers(%2).,Starting %1 failed on some servers.,Check the status of %1.,1,1,,
cl,Error,17,A request to stop %1 failed on some servers(%2).,Stopping %1 failed on some servers.,Check the status of %1.,1,1,,
cl,Warning,18,Automatic start is suspended because the cluster service was not stopped according to the normal procedure.,Automatic start has been suspended because Automatic startup after the system down was not set.,To start the cluster service. use the Cluster WebUI or clpcl command.,1,1,,
cl,Warning,20,A request to start %1 failed because cluster is running(%2).,Starting %1 has failed because the cluster is running.,Check the status of the cluster.,1,1,,
cl,Warning,21,A request to stop %1 failed because cluster is running(%2).,Stopping %1 has failed because the cluster is running.,Check the status of the cluster.,1,1,,
mail,Error,1,The license is not registered. (%1),Purchase the license and then register it.,-,1,1,,
mail,Error,2,The trial license has expired in %1. (%2),Register a valid license.,-,1,1,,
mail,Error,3,The registered license is invalid. (%1),Register a valid license.,-,1,1,,
mail,Error,4,The registered license is unknown. (%1),Register a valid license.,-,1,1,,
mail,Error,5,mail failed(%s).(SMTP server: %s),Mail report failed.,Check whether there is an error in the SMTP server and that there is no problem with communicating with the SMTP server.,1,1,,
mail,Info,6,mail successed.(SMTP server: %s),Mail report has been successful.,-,1,1,,
down,Info,1,There was a request to shutdown %1 from the %2.,There was a request to shut down %1 from %2.,-,1,1,,
down,Info,2,There was a request to reboot %1 from the %2.,There was a request to reboot %1 from %2.,-,1,1,,
down,Error,11,A request to shutdown %1 failed(%2).,A request to shut down %1 failed.,Check the status of the server.,1,1,,
down,Error,12,A request to reboot %1 failed(%2).,A request to reboot %1 failed.,Check the status of the server.,1,1,,
userw,Warning,1,Detected a monitor delay in monitoring %1. (timeout=%2*%3 actual-time=%4 delay warning rate=%5),A monitoring delay was detected in monitoring %1. The current timeout value is %2 (second) x %3 (tick count per second). The actual measurement value at delay detection is %4 (tick count) and exceeded the delay warning rate %5 (%).,Check the load condition of the server on which the monitoring delay was detected. and lessen the load appropriately.If a monitoring timeout is likely to be detected. you should increase the monitoring timeout setting.,1,1,,
vipw,Warning,1,Detected a monitor delay in monitoring %1. (timeout=%2*%3 actual-time=%4 delay warning rate=%5),A monitoring delay was detected in monitoring %1. The current timeout value is %2 (second) x %3 (tick count per second). The actual measurement value at delay detection is %4 (tick count) and exceeded the delay warning rate %5 (%).,Check the load condition of the server on which the monitoring delay was detected. and lessen the load appropriately.If a monitoring timeout is likely to be detected. you should increase the monitoring timeout setting.,1,1,,
ddnsw,Warning,1,Detected a monitor delay in monitoring %1. (timeout=%2*%3 actual-time=%4 delay warning rate=%5),A monitoring delay was detected in monitoring %1. The current timeout value is %2 (second) x %3 (tick count per second). The actual measurement value at delay detection is %4 (tick count) and exceeded the delay warning rate %5 (%).,Check the load condition of the server on which the monitoring delay was detected. and lessen the load appropriately.If a monitoring timeout is likely to be detected. you should increase the monitoring timeout setting.,1,1,,
vmw,Warning,1,Detected a monitor delay in monitoring %1. (timeout=%2*%3 actual-time=%4 delay warning rate=%5),A monitoring delay was detected in monitoring %1. The current timeout value is %2 (second) x %3 (tick count per second). The actual measurement value at delay detection is %4 (tick count) and exceeded the delay warning rate %5 (%).,Check the load condition of the server on which the monitoring delay was detected. and lessen the load appropriately.If a monitoring timeout is likely to be detected. you should increase the monitoring timeout setting.,1,1,,
bmcw,Warning,1,Detected a monitor delay in monitoring %1. (timeout=%2*%3 actual-time=%4 delay warning rate=%5),A monitoring delay was detected in monitoring %1. The current timeout value is %2 (second) x %3 (tick count per second). The actual measurement value upon delay detection is %4 (tick count) which exceeds the delay warning rate %5 (%).,Check the load status of the server on which a monitoring delay was detected and then remove that load. If a monitoring timeout is likely to be detected. increase the monitoring timeout setting.,1,1,,
apisv,Info,1,There was a request to stop cluster from the %1(IP=%2).,A request to stop the cluster was issued from %1.,-,1,1,,
apisv,Info,2,There was a request to shutdown cluster from the %1(IP=%2).,A request to shut down the cluster was issued from %1.,-,1,1,,
apisv,Info,3,There was a request to reboot cluster from the %1(IP=%2).,A request to reboot the cluster was issued from %1.,-,1,1,,
apisv,Info,4,There was a request to suspend cluster from the %1(IP=%2).,A request to suspend the cluster was issued from %1.,-,1,1,,
apisv,Info,10,There was a request to stop server from the %1(IP=%2).,A request to stop the server was issued from %1.,-,1,1,,
apisv,Info,11,There was a request to shutdown server from the %1(IP=%2).,A request to shut down the server was issued from %1.,-,1,1,,
apisv,Info,12,There was a request to reboot server from the %1(IP=%2).,A request to reboot the server was issued from %1.,-,1,1,,
apisv,Info,13,There was a request to server panic from the %1(IP=%2).,A server panic request was issued from %1.,-,1,1,,
apisv,Info,14,There was a request to server reset from the %1(IP=%2).,A server reset request was issued from %1.,-,1,1,,
apisv,Info,15,There was a request to server sysrq from the %1(IP=%2).,An SYSRQ panic request was issued from %1.,-,1,1,,
apisv,Info,16,There was a request to KA RESET from the %1(IP=%2).,A keepalive reset request was issued from %1.,-,1,1,,
apisv,Info,17,There was a request to KA PANIC from the %1(IP=%2).,A keepalive panic request was issued from %1.,-,1,1,,
apisv,Info,18,There was a request to BMC reset from the %1(IP=%2).,A BMC reset request was issued from %1.,-,1,1,,
apisv,Info,19,There was a request to BMC PowerOff from the %1(IP=%2).,A BMC power-off request was issued from %1.,-,1,1,,
apisv,Info,20,There was a request to BMC PowerCycle from the %1(IP=%2).,A BMC power cycle request was issued from %1.,-,1,1,,
apisv,Info,21,There was a request to BMC NMI from the %1(IP=%2).,A BMC NMI request was issued from %1.,-,1,1,,
apisv,Info,22,There was a request to IO Fencing from the %1(IP=%2).,An I/O fencing request was received from %1.,-,1,1,,
apisv,Info,30,There was a request to start group(%1) from the %2(IP=%3).,A request to start group %1 was issued from %2.,-,1,1,,
apisv,Info,31,There was a request to start all groups from the %1(IP=%2).,A request to start all groups was issued from %1.,-,1,1,,
apisv,Info,32,There was a request to stop group(%1) from the %2(IP=%3).,A request to stop group %1 was issued from %2.,-,1,1,,
apisv,Info,33,There was a request to stop all groups from the %1(IP=%2).,A request to stop all groups was issued from %1.,-,1,1,,
apisv,Info,34,There was a request to restart group(%1) from the %2(IP=%3).,A request to restart group %1 was issued from %2.,-,1,1,,
apisv,Info,35,There was a request to restart all groups from the %1(IP=%2).,A request to restart all groups was issued from %1.,-,1,1,,
apisv,Info,36,There was a request to move group(%1) from the %2(IP=%3).,A request to move group %1 was issued from %2.,-,1,1,,
apisv,Info,37,There was a request to move all groups from the %1(IP=%2).,A request to move the group was issued from %1.,-,1,1,,
apisv,Info,38,There was a request to failover group(%1) from the %2(IP=%3).,A group %1 failover request was issued from %2.,-,1,1,,
apisv,Info,39,There was a request to failover all groups from the %1(IP=%2).,A group failover request was issued from %1.,-,1,1,,
apisv,Info,40,There was a request to migrate group(%1) from the %2(IP=%3).,A group %1 migration request was issued from %2.,-,1,1,,
apisv,Info,41,There was a request to migrate all groups from the %1(IP=%2).,A request to make all groups migrate was issued from %2.,-,1,1,,
apisv,Info,42,There was a request to failover all groups from the %1(IP=%2).,A request to provide failover for all groups was issued from %2.,-,1,1,,
apisv,Info,43,There was a request to cancel waiting for the dependence destination group of group the %1 was issued from %2.,A request to cancel waiting for the dependence destination group of group %1 was issued from %2.,-,1,1,,
apisv,Info,50,There was a request to start resource(%1) from the %2(IP=%3).,A request to start resource %1 was issued from %2.,-,1,1,,
apisv,Info,51,There was a request to start all resources from the %1(IP=%2).,A request to start all resources was issued from %1.,-,1,1,,
apisv,Info,52,There was a request to stop resource(%1) from the %2(IP=%3).,A request to stop resource %1 was issued from %2.,-,1,1,,
apisv,Info,53,There was a request to stop all resources from the %1(IP=%2).,A request to stop all resources was issued from %1.,-,1,1,,
apisv,Info,54,There was a request to restart resource(%1) from the %2(IP=%3).,A request to restart resource %1 was issued from %2.,-,1,1,,
apisv,Info,55,There was a request to restart all resources from the %1(IP=%2).,A request to restart all resources was issued from %1.,-,1,1,,
apisv,Info,60,There was a request to suspend monitor resources from the %1(IP=%2).,A request to suspend the monitor resource was issued from %1.,-,1,1,,
apisv,Info,61,There was a request to resume monitor resources from the %1(IP=%2).,A request to resume the monitor resource was issued from %1.,-,1,1,,
apisv,Info,62,There was a request to enable Dummy Failure of monitor resource(%1) from the %2(IP=%3).,A request to enable Dummy Failure of monitor resource %1 was issued from%2.,-,1,1,,
apisv,Info,63,There was a request to disable Dummy Failure of  monitor resource(%1) from the %2(IP=%3).,A request to disable Dummy Failure of  monitor resource%1 was issued from%2.,-,1,1,,
apisv,Info,64,There was a request to disable Dummy Failure of  all monitor resources from the %1(IP=%2).,A request to disable Dummy Failure of all the monitor resources was issued from %1.,-,1,1,,
apisv,Info,70,There was a request to set CPU frequency from the %1(IP=%2).,A request to set the CPU clock was issued from %1.,-,1,1,,
apisv,Error,101,A request to stop cluster was failed(0x%08x).,The cluster could not be stopped.,Check the status of the cluster.,1,1,,
apisv,Error,102,A request to shutdown cluster was failed(0x%08x).,The cluster could not be shut down.,Check the status of the cluster.,1,1,,
apisv,Error,103,A request to reboot cluster was failed(0x%08x).,The cluster could not be rebooted.,Check the status of the cluster.,1,1,,
apisv,Error,104,A request to suspend cluster was failed(0x%08x).,The cluster could not be suspended.,Check the status of the cluster.,1,1,,
apisv,Error,110,A request to stop server was failed(0x%08x).,The server could not be stopped.,Check the status of the server.,1,1,,
apisv,Error,111,A request to shutdown server was failed(0x%08x).,The server could not be shut down.,Check the status of the server.,1,1,,
apisv,Error,112,A request to reboot server was failed(0x%08x).,The server could not be rebooted.,Check the status of the server.,1,1,,
apisv,Error,113,A request to server panic was failed(0x%08x).,Server panic has failed.,Check the status of the server.,1,1,,
apisv,Error,114,A request to server reset was failed(0x%08x).,Server reset has failed.,Check the status of the server.,1,1,,
apisv,Error,115,A request to server sysrq was failed(0x%08x).,SYSRQ panic has failed.,Check the status of the server.,1,1,,
apisv,Error,116,A request to KA RESET was failed(0x%08x).,Keepalive reset has failed.,Check the status of the server.,1,1,,
apisv,Error,117,A request to KA PANIC was failed(0x%08x).,Keepalive panic has failed.,Check the status of the server.,1,1,,
apisv,Error,118,A request to BMC RESET was failed(0x%08x).,BMC reset has failed.,Check the status of the server.,1,1,,
apisv,Error,119,A request to BMC PowerOff was failed(0x%08x).,BMC power-off has failed.,Check the status of the server.,1,1,,
apisv,Error,120,A request to BMC PowerCycle was failed(0x%08x).,BMC power cycle has failed.,Check the status of the server.,1,1,,
apisv,Error,121,A request to BMC NMI was failed(0x%08x).,BMC NMI has failed.,Check the status of the server.,1,1,,
apisv,Error,122,A request to IO Fencing was failed(0x%08x).,I/O fencing has failed.,Check the status of the server.,1,1,,
apisv,Error,130,A request to start group(%1) was failed(0x%08x).,Starting group (%1) has failed.,Take appropriate action according to the group start failure message issued by rc.,1,1,,
apisv,Error,131,A request to start all groups was failed(0x%08x).,Starting all groups has failed.,Same as above.,1,1,,
apisv,Error,132,A request to stop group(%1) was failed(0x%08x).,Stopping group (%1) has failed.,Take appropriate action according to the group stop failure message issued by rc.,1,1,,
apisv,Error,133,A request to stop all groups was failed(0x%08x).,Stopping all groups has failed.,Same as above.,1,1,,
apisv,Error,134,A request to restart group(%1) was failed(0x%08x).,Restarting group (%1) has failed.,Take appropriate action according to the group stop failure message issued by rc.,1,1,,
apisv,Error,135,A request to restart all groups was failed(0x%08x).,Restarting all groups has failed.,Same as above.,1,1,,
apisv,Error,136,A request to move group(%1) was failed(0x%08x).,Moving group (%1) has failed.,Take appropriate action according to the group movement failure message issued by rc.,1,1,,
apisv,Error,137,A request to move all groups was failed(0x%08x).,Moving all groups has failed.,Same as above.,1,1,,
apisv,Error,138,A request to failover group(%1) was failed(0x%08x).,Failover for group (%1) has failed.,Take appropriate action according to the group failover failure message issued by rc.,1,1,,
apisv,Error,139,A request to failover all groups was failed(0x%08x).,Failover for all groups has failed.,Same as above.,1,1,,
apisv,Error,140,A request to migrate group(%1) was failed(0x%08x).,Migration of group (%1) has failed.,Take appropriate action according to the group failover failure message issued by rc.,1,1,,
apisv,Error,141,A request to migrate all groups was failed(0x%08x).,Migration of all groups has failed.,Same as above.,1,1,,
apisv,Error,142,A request to failover all groups was failed(0x%08x).,Failover for all groups has failed.,Same as above.,1,1,,
apisv,Error,143,A request to cancel waiting for the dependency destination group of group %1 has failed(0x%08x).,Canceling waiting for the dependency destination group of group %1 has failed.,Same as above.,1,1,,
apisv,Error,150,A request to start resource(%1) was failed(0x%08x).,Resource (%1) has failed to start.,Take appropriate action according to the resource start failure message issued by rc.,1,1,,
apisv,Error,151,A request to start all resources was failed(0x%08x).,Starting all resources has failed.,Same as above.,1,1,,
apisv,Error,152,A request to stop resource(%1) was failed(0x%08x).,Resource (%1) has failed to stop.,Take appropriate action according to the resource stop failure message issued by rc.,1,1,,
apisv,Error,153,A request to stop all resources was failed(0x%08x).,Stopping all resources has failed.,Same as above.,1,1,,
apisv,Error,154,A request to restart resource(%1) was failed(0x%08x).,Resource (%1) has failed to restart.,Take appropriate action according to the resource restart failure message issued by rc.,1,1,,
apisv,Error,155,A request to restart all resources was failed(0x%08x).,Restarting all resources has failed.,Same as above.,1,1,,
apisv,Error,160,A request to suspend monitor resource was failed(0x%08x).,The monitor resource could not be suspended.,Check the status of the monitor resource.,1,1,,
apisv,Error,161,A request to resume monitor resource was failed(0x%08x).,The monitor resource could not be resumed.,Same as above.,1,1,,
apisv,Error,162,A request to enable Dummy Failure of monitor resource(%1) was failed(0x%08x).,The monitor resource %1 failed to start Dummy Failure.,Check the status of the monitor resource.,1,1,,
apisv,Error,163,A request to disable Dummy Failure of monitor resource(%1) was failed(0x%08x).,The monitor resource %1 failed to stop Dummy Failure.,Same as above.,1,1,,
apisv,Error,164,A request to disable Dummy Failure of all monitor resources was failed(0x%08x).,All the monitor resources failed to stop Dummy Failure.,Same as above.,1,1,,
apisv,Error,170,A request to set CPU frequency was failed(0x%08x).,The CPU clock level could not be set.,Take appropriate action according to the CPU clock level setting failure message issued by rc.,1,1,,
lamp,Error,1,The license is not registered. (%1),The license is not registered.,Purchase the license and then register it.,1,1,,
lamp,Error,2,The trial license has expired in %1. (%2),The validity term of the trial license has expired.,Register a valid license.,1,1,,
lamp,Error,3,The registered license is invalid. (%1),The registered license is invalid.,Register a valid license.,1,1,,
lamp,Error,4,The registered license is unknown. (%1),The registered license is unknown.,Register a valid license.,1,1,,
lamp,Info,5,Notice by the network warming light succeeded.,Report by the network warning light has been successful.,-,1,1,,
lamp,Error,6,Error in executing result of warning light command.(%d),An error occurred during execution of the network warning light report command.,Take appropriate action according to the error code.,1,1,,
lamp,Error,7,Failed to execute warning light command.(%d),The network warning light report command could not be executed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
cfmgr,Info,1,The cluster configuration data has been uploaded by %1.,Cluster configuration data has been uploaded.,-,1,1,,
sra,Error,1,system monitor closed because reading the SG file failed.,An error occurred in reading the SG file.,Check the message separately issued.,,1,,
sra,Error,2,Opening an ignore file failed. file name = %1. errno = %2.%1:File name%2:errno,The SG file (%1) failed to be opened.,Restart the cluster. or execute the suspend and resume.,,1,,
sra,Error,3,Reading a configuration file failed.,An error occurred in reading the SG file.,Check the message separately issued.,,1,,
sra,Error,4,Trace log initialization failed.,The internal log file could not be initialized.,Restart the cluster. or execute the suspend and resume.,,1,,
sra,Error,5,Creating a daemon process failed.,An external error has occurred.,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Error,6,Reading a service configuration file failed.,An error occurred in reading the SG file.,Check the message separately issued.,,1,,
